Unnamed: 0.1,Unnamed: 0,Player,Market value,Nation,Pos,Club_x,Leauge,Age,MP,Starts,Min,Gls,Ast,PK_x,PKatt_x,CrdY,CrdR,Gls90,Ast90,G+A,Gls+Ast,PK,PKatt,Sh,SoT,FK,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Tackle,TackleW,TakleD,Tkl%,Press,Succ_x,%,Blocks,ShotB,PassB,Int,Clr,Passes Completed,Passes Attempted,Cmp%,Touches,Succ_y,Att,Succ%,#Pl
475,477,Mesut Özil,17500000,GER,MF,Arsenal,Premier Leauge,30.0,42.0,38.0,3173.0,6.0,4.0,0.0,0.0,3.0,0.0,0.17,0.11,0.28,10.0,0.0,0.0,20.0,9.0,0.0,45.0,0.57,0.26,0.3,0.67,22.0,15.0,6.0,10.5,613.0,140.0,22.84,18.0,2.0,16.0,10.0,5.0,1782.0,2070.0,86.09,2352.0,39.0,62.0,62.9,42.0
476,478,Robin Koch,17000000,GER,"DF,MF",Freiburg,Bundesliga,23.0,56.0,52.0,4606.0,2.0,0.0,0.0,0.0,6.0,0.0,0.04,0.0,0.04,2.0,0.0,0.0,41.0,11.0,0.0,26.83,0.8,0.21,0.05,0.18,64.0,35.0,15.0,32.0,468.0,123.0,26.28,72.0,36.0,36.0,78.0,229.0,1992.0,2378.0,83.77,2887.0,9.0,15.0,60.0,11.0
477,479,Xaver Schlager,17000000,AUT,MF,Wolfsburg,Bundesliga,21.0,23.0,21.0,1719.0,1.0,2.0,0.0,0.0,4.0,0.0,0.05,0.1,0.15,3.0,0.0,0.0,32.0,8.0,0.0,25.0,1.68,0.42,0.03,0.12,56.0,44.0,20.0,37.7,460.0,154.0,33.48,32.0,3.0,29.0,18.0,20.0,530.0,678.0,78.17,928.0,24.0,28.0,85.71,25.0
478,480,Maximilian Arnold,17000000,GER,MF,Wolfsburg,Bundesliga,25.0,66.0,65.0,5693.0,6.0,14.0,0.0,0.0,15.0,0.0,0.09,0.22,0.31,20.0,0.0,0.0,116.0,39.0,9.0,33.62,1.83,0.62,0.05,0.15,110.0,68.0,49.0,26.8,1102.0,308.0,27.95,83.0,20.0,63.0,67.0,92.0,2257.0,3010.0,74.98,3635.0,44.0,59.0,74.58,45.0
479,481,Carlos Vinícius,16000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,482,Colin Dagba,16000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,483,Luiz Felipe,16000000,BRA,DF,Lazio,Serie A,22.0,36.0,33.0,2754.0,2.0,2.0,0.0,0.0,9.0,0.0,0.07,0.07,0.14,4.0,0.0,0.0,14.0,3.0,0.0,21.43,0.46,0.1,0.14,0.67,58.0,30.0,25.0,62.1,326.0,86.0,26.38,81.0,41.0,40.0,57.0,111.0,1294.0,1496.0,86.5,1829.0,9.0,17.0,52.94,11.0
482,484,Trincão,16000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,485,Raphinha,16000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,486,Pau Torres,16000000,ESP,DF,Villarreal,La Liga,22.0,29.0,28.0,2521.0,2.0,1.0,0.0,0.0,5.0,0.0,0.07,0.04,0.11,3.0,0.0,0.0,8.0,2.0,0.0,25.0,0.29,0.07,0.25,1.0,33.0,21.0,18.0,66.7,221.0,72.0,32.58,53.0,24.0,29.0,28.0,164.0,1465.0,1713.0,85.52,1991.0,8.0,10.0,80.0,9.0
485,487,Pablo Fornals,16000000,ESP,"MF,FW",West Ham,Premier Leauge,23.0,65.0,46.0,4183.0,4.0,8.0,0.0,0.0,7.0,0.0,0.09,0.17,0.26,12.0,0.0,0.0,91.0,28.0,0.0,30.77,1.96,0.6,0.04,0.14,81.0,53.0,30.0,23.3,1327.0,292.0,22.0,92.0,5.0,87.0,43.0,28.0,1468.0,1901.0,77.22,2488.0,67.0,124.0,54.03,74.0
486,488,Dusan Vlahovic,16000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,489,Loren Morón,16000000,ESP,FW,Betis,La Liga,25.0,64.0,40.0,3703.0,15.0,2.0,0.0,0.0,6.0,1.0,0.36,0.05,0.41,17.0,0.0,0.0,100.0,41.0,0.0,41.0,2.43,1.0,0.15,0.37,33.0,25.0,9.0,18.8,760.0,183.0,24.08,58.0,12.0,46.0,15.0,31.0,458.0,631.0,72.58,1197.0,40.0,86.0,46.51,44.0
488,490,Lucas Tousart,16000000,FRA,MF,Lyon,Ligue1,22.0,54.0,39.0,3490.0,2.0,2.0,0.0,0.0,8.0,2.0,0.05,0.05,0.1,4.0,0.0,0.0,49.0,15.0,0.0,30.61,1.26,0.39,0.04,0.13,127.0,83.0,31.0,26.8,1029.0,327.0,31.78,75.0,18.0,57.0,50.0,71.0,1672.0,1940.0,86.19,2359.0,27.0,38.0,71.05,29.0
489,491,Malang Sarr,16000000,FRA,DF,Nice,Ligue1,20.0,54.0,50.0,4448.0,2.0,1.0,0.0,0.0,3.0,0.0,0.04,0.02,0.06,3.0,0.0,0.0,14.0,2.0,0.0,14.29,0.28,0.04,0.14,1.0,72.0,31.0,22.0,21.4,479.0,152.0,31.73,84.0,18.0,66.0,105.0,161.0,2975.0,3329.0,89.37,3773.0,16.0,25.0,64.0,18.0
490,492,Joe Willock,16000000,ENG,MF,Arsenal,Premier Leauge,19.0,25.0,8.0,778.0,1.0,0.0,0.0,0.0,1.0,0.0,0.12,0.0,0.12,1.0,0.0,0.0,13.0,4.0,0.0,30.77,1.5,0.46,0.08,0.25,20.0,13.0,3.0,17.6,236.0,62.0,26.27,17.0,4.0,13.0,4.0,11.0,286.0,344.0,83.14,487.0,20.0,29.0,68.97,21.0
491,493,Unai Núñez,16000000,ESP,DF,Athletic Club,La Liga,22.0,27.0,23.0,2206.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,0.0,27.78,0.73,0.2,0.0,0.0,31.0,23.0,11.0,21.4,160.0,59.0,36.88,52.0,28.0,24.0,50.0,178.0,847.0,980.0,86.43,1277.0,8.0,9.0,88.89,9.0
492,494,Marc Roca,16000000,ESP,MF,Espanyol,La Liga,22.0,64.0,64.0,5629.0,3.0,3.0,2.0,2.0,16.0,0.0,0.05,0.05,0.1,6.0,2.0,2.0,47.0,12.0,1.0,25.53,0.75,0.19,0.06,0.25,157.0,110.0,54.0,35.0,1204.0,337.0,27.99,95.0,35.0,60.0,65.0,139.0,2867.0,3411.0,84.05,3980.0,48.0,64.0,75.0,48.0
493,495,Valentin Rongier,16000000,FRA,MF,Marseille,Ligue1,24.0,59.0,56.0,5016.0,4.0,7.0,1.0,3.0,6.0,0.0,0.07,0.13,0.2,11.0,0.0,1.0,108.0,23.0,0.0,21.3,1.94,0.41,0.04,0.17,154.0,101.0,34.0,31.0,1670.0,453.0,27.13,106.0,10.0,96.0,65.0,39.0,2693.0,3237.0,83.19,3868.0,64.0,87.0,73.56,69.0
494,496,Valentin Rongier,16000000,FRA,MF,Nantes,Ligue1,24.0,39.0,39.0,3496.0,4.0,6.0,1.0,2.0,3.0,0.0,0.1,0.15,0.25,10.0,0.0,0.0,76.0,16.0,0.0,21.05,1.96,0.41,0.05,0.25,82.0,53.0,14.0,50.0,1137.0,314.0,27.62,67.0,5.0,62.0,31.0,23.0,1750.0,2152.0,81.32,2568.0,45.0,60.0,75.0,49.0
495,497,Jarrod Bowen,16000000,ENG,"MF,FW",West Ham,Premier Leauge,22.0,7.0,5.0,441.0,1.0,2.0,0.0,0.0,0.0,0.0,0.2,0.41,0.61,3.0,0.0,0.0,10.0,5.0,0.0,50.0,2.04,1.02,0.1,0.2,16.0,11.0,4.0,33.3,130.0,33.0,25.38,11.0,0.0,11.0,12.0,4.0,101.0,142.0,71.13,236.0,11.0,23.0,47.83,11.0
496,498,Tom Davies,16000000,ENG,MF,Everton,Premier Leauge,21.0,40.0,27.0,2520.0,1.0,0.0,0.0,0.0,10.0,0.0,0.04,0.0,0.04,1.0,0.0,0.0,22.0,7.0,0.0,31.82,0.79,0.25,0.05,0.14,54.0,26.0,11.0,11.8,572.0,132.0,23.08,41.0,5.0,36.0,43.0,25.0,918.0,1169.0,78.53,1484.0,26.0,41.0,63.41,30.0
497,499,Fikayo Tomori,16000000,ENG,DF,Chelsea,Premier Leauge,21.0,15.0,15.0,1291.0,1.0,0.0,0.0,0.0,3.0,0.0,0.07,0.0,0.07,1.0,0.0,0.0,7.0,3.0,0.0,42.86,0.49,0.21,0.14,0.33,30.0,15.0,7.0,53.8,149.0,48.0,32.21,29.0,9.0,20.0,20.0,93.0,981.0,1098.0,89.34,1277.0,7.0,11.0,63.64,9.0
498,500,Jonathan Bamba,16000000,FRA,"MF,FW",Lille,Ligue1,23.0,64.0,57.0,4941.0,14.0,7.0,2.0,4.0,5.0,0.0,0.26,0.13,0.39,21.0,1.0,3.0,110.0,50.0,0.0,45.45,2.0,0.91,0.13,0.28,44.0,30.0,17.0,25.9,919.0,228.0,24.81,81.0,7.0,74.0,53.0,17.0,1631.0,2055.0,79.37,2755.0,93.0,168.0,55.36,98.0
499,501,Kasper Dolberg,16000000,DEN,FW,Nice,Ligue1,21.0,23.0,22.0,1888.0,11.0,3.0,0.0,0.0,2.0,0.0,0.52,0.14,0.66,14.0,0.0,0.0,42.0,25.0,0.0,59.52,2.0,1.19,0.26,0.44,16.0,8.0,9.0,36.0,379.0,87.0,22.96,18.0,4.0,14.0,9.0,28.0,232.0,301.0,77.08,552.0,18.0,38.0,47.37,18.0
500,502,Marcos Llorente,16000000,ESP,"MF,FW",Atlético Madrid,La Liga,24.0,31.0,18.0,1597.0,2.0,2.0,0.0,0.0,5.0,0.0,0.11,0.11,0.22,4.0,0.0,0.0,12.0,6.0,0.0,50.0,0.68,0.34,0.17,0.33,45.0,30.0,12.0,33.3,376.0,111.0,29.52,35.0,5.0,30.0,20.0,26.0,689.0,799.0,86.23,993.0,25.0,35.0,71.43,26.0
501,503,Álvaro Odriozola,16000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,504,Miguel Almirón,16000000,PAR,"MF,FW",Newcastle Utd,Premier Leauge,25.0,41.0,39.0,3356.0,3.0,2.0,0.0,0.0,5.0,0.0,0.08,0.05,0.13,5.0,0.0,0.0,64.0,22.0,0.0,34.38,1.72,0.59,0.05,0.14,64.0,37.0,10.0,20.0,895.0,216.0,24.13,58.0,3.0,55.0,37.0,18.0,777.0,1042.0,74.57,1544.0,50.0,104.0,48.08,61.0
503,505,Viktor Tsygankov,16000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,506,Unai Simón,16000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,507,Timothy Castagne,16000000,BEL,DF,Atalanta,Serie A,23.0,45.0,33.0,3144.0,5.0,4.0,0.0,0.0,6.0,0.0,0.14,0.11,0.25,9.0,0.0,0.0,34.0,11.0,0.0,32.35,0.97,0.31,0.15,0.45,85.0,55.0,45.0,52.0,618.0,188.0,30.42,80.0,11.0,69.0,38.0,66.0,1742.0,2084.0,83.59,2511.0,36.0,68.0,52.94,40.0
506,508,Joachim Andersen,16000000,DEN,DF,Lyon,Ligue1,23.0,50.0,49.0,4411.0,1.0,1.0,0.0,0.0,10.0,0.0,0.02,0.02,0.04,2.0,0.0,0.0,23.0,6.0,0.0,26.09,0.47,0.12,0.04,0.17,50.0,30.0,20.0,31.6,262.0,81.0,30.92,60.0,32.0,28.0,45.0,241.0,3008.0,3356.0,89.63,3783.0,16.0,17.0,94.12,16.0
507,509,Talisca,16000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,510,Renato Sanches,16000000,POR,"MF,FW",Lille,Ligue1,21.0,36.0,20.0,2060.0,4.0,2.0,0.0,0.0,5.0,1.0,0.17,0.09,0.26,6.0,0.0,0.0,49.0,15.0,4.0,30.61,2.14,0.66,0.08,0.27,41.0,31.0,16.0,27.1,515.0,154.0,29.9,33.0,2.0,31.0,21.0,17.0,1133.0,1366.0,82.94,1671.0,66.0,97.0,68.04,70.0
509,511,Wilmar Barrios,16000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,512,Zeki Celik,16000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,513,Lewis Cook,16000000,ENG,MF,Bournemouth,Premier Leauge,22.0,36.0,21.0,1957.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,9.09,0.51,0.05,0.0,0.0,40.0,24.0,15.0,20.0,481.0,95.0,19.75,28.0,8.0,20.0,28.0,23.0,866.0,1094.0,79.16,1307.0,42.0,55.0,76.36,43.0
512,514,Keita Baldé,16000000,SEN,"MF,FW",Monaco,Ligue1,24.0,45.0,17.0,1747.0,9.0,3.0,0.0,0.0,6.0,1.0,0.46,0.15,0.61,12.0,0.0,0.0,58.0,30.0,0.0,51.72,2.99,1.55,0.16,0.3,21.0,15.0,4.0,12.5,339.0,86.0,25.37,19.0,1.0,18.0,4.0,12.0,466.0,639.0,72.93,891.0,26.0,41.0,63.41,26.0
513,515,Breel Embolo,16000000,SUI,"MF,FW",M'gladbach,Bundesliga,22.0,48.0,32.0,2895.0,13.0,6.0,0.0,1.0,8.0,0.0,0.4,0.19,0.59,19.0,0.0,1.0,71.0,31.0,0.0,43.66,2.21,0.96,0.18,0.42,43.0,31.0,8.0,35.3,650.0,160.0,24.62,25.0,2.0,23.0,14.0,9.0,482.0,670.0,71.94,1205.0,57.0,133.0,42.86,68.0
514,516,Nadiem Amiri,16000000,GER,"MF,FW",Leverkusen,Bundesliga,22.0,43.0,32.0,2611.0,4.0,3.0,0.0,0.0,4.0,0.0,0.14,0.1,0.24,7.0,0.0,0.0,62.0,24.0,0.0,38.71,2.14,0.83,0.06,0.17,38.0,25.0,9.0,15.4,445.0,144.0,32.36,37.0,2.0,35.0,23.0,13.0,1233.0,1531.0,80.54,1862.0,50.0,80.0,62.5,54.0
515,517,Lucas Vázquez,16000000,ESP,"MF,FW",Real Madrid,La Liga,28.0,45.0,21.0,2154.0,3.0,4.0,0.0,0.0,7.0,1.0,0.13,0.17,0.3,7.0,0.0,0.0,32.0,13.0,0.0,40.62,1.34,0.54,0.09,0.23,56.0,35.0,18.0,33.3,602.0,170.0,28.24,36.0,1.0,35.0,21.0,11.0,1084.0,1361.0,79.65,1733.0,52.0,83.0,62.65,56.0
516,518,Jeremie Boga,16000000,CIV,FW,Sassuolo,Serie A,22.0,53.0,38.0,3572.0,13.0,3.0,0.0,0.0,0.0,0.0,0.33,0.08,0.41,16.0,0.0,0.0,76.0,27.0,1.0,35.53,1.91,0.68,0.17,0.48,30.0,24.0,11.0,38.9,661.0,207.0,31.32,42.0,1.0,41.0,6.0,5.0,1103.0,1299.0,84.91,1825.0,203.0,310.0,65.48,216.0
