Unnamed: 0.1,Unnamed: 0,Player,Market value,Nation,Pos,Club_x,Leauge,Age,MP,Starts,Min,Gls,Ast,PK_x,PKatt_x,CrdY,CrdR,Gls90,Ast90,G+A,Gls+Ast,PK,PKatt,Sh,SoT,FK,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Tackle,TackleW,TakleD,Tkl%,Press,Succ_x,%,Blocks,ShotB,PassB,Int,Clr,Passes Completed,Passes Attempted,Cmp%,Touches,Succ_y,Att,Succ%,#Pl
153,153,Álvaro Morata,36000000,ESP,FW,Atlético Madrid,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,154,Duván Zapata,36000000,COL,FW,Atalanta,Serie A,28.0,55.0,48.0,4180.0,37.0,12.0,2.0,3.0,6.0,0.0,0.8,0.26,1.06,49.0,1.0,1.0,180.0,75.0,0.0,41.67,3.88,1.61,0.21,0.49,19.0,14.0,5.0,42.9,596.0,181.0,30.37,45.0,12.0,33.0,5.0,25.0,878.0,1150.0,76.35,1962.0,86.0,150.0,57.33,91.0
155,155,Mateo Kovacic,36000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,156,Lukas Klostermann,35000000,GER,DF,RB Leipzig,Bundesliga,23.0,57.0,53.0,4646.0,8.0,2.0,0.0,0.0,2.0,0.0,0.15,0.04,0.19,10.0,0.0,0.0,26.0,13.0,0.0,50.0,0.5,0.25,0.31,0.62,98.0,51.0,38.0,41.5,658.0,257.0,39.06,111.0,22.0,89.0,58.0,193.0,2316.0,2824.0,82.01,3354.0,28.0,36.0,77.78,28.0
157,157,Raphaël Guerreiro,35000000,POR,DF,Dortmund,Bundesliga,25.0,52.0,43.0,3862.0,10.0,8.0,0.0,0.0,5.0,0.0,0.23,0.19,0.42,18.0,0.0,0.0,74.0,29.0,7.0,39.19,1.72,0.68,0.14,0.34,75.0,53.0,26.0,48.4,541.0,194.0,35.86,68.0,6.0,62.0,63.0,41.0,2853.0,3306.0,86.3,3787.0,85.0,127.0,66.93,91.0
158,158,Marcel Sabitzer,35000000,AUT,"MF,FW",RB Leipzig,Bundesliga,25.0,62.0,56.0,4851.0,13.0,10.0,0.0,0.0,13.0,0.0,0.24,0.19,0.43,23.0,0.0,0.0,133.0,41.0,8.0,30.83,2.47,0.76,0.1,0.32,85.0,62.0,37.0,28.8,974.0,325.0,33.37,74.0,7.0,67.0,56.0,61.0,2028.0,2767.0,73.29,3383.0,43.0,71.0,60.56,45.0
159,159,Naby Keïta,33500000,GUI,MF,Liverpool,Premier Leauge,24.0,36.0,21.0,1831.0,3.0,2.0,0.0,0.0,1.0,0.0,0.15,0.1,0.25,5.0,0.0,0.0,36.0,14.0,0.0,38.89,1.77,0.69,0.08,0.21,56.0,34.0,17.0,50.0,531.0,173.0,32.58,47.0,4.0,43.0,21.0,16.0,1329.0,1495.0,88.9,1780.0,37.0,59.0,62.71,42.0
160,160,Joe Gomez,33500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,161,Christopher Nkunku,33000000,FRA,"MF,FW",RB Leipzig,Bundesliga,21.0,54.0,34.0,3081.0,8.0,15.0,0.0,0.0,2.0,0.0,0.23,0.44,0.67,23.0,0.0,0.0,74.0,28.0,3.0,37.84,2.16,0.82,0.11,0.29,45.0,33.0,14.0,29.4,735.0,235.0,31.97,54.0,5.0,49.0,26.0,21.0,1247.0,1491.0,83.64,1956.0,84.0,144.0,58.33,90.0
162,162,Aaron Wan-Bissaka,32000000,ENG,DF,Manchester Utd,Premier Leauge,21.0,64.0,64.0,5734.0,0.0,7.0,0.0,0.0,9.0,1.0,0.0,0.11,0.11,7.0,0.0,0.0,16.0,1.0,0.0,6.25,0.25,0.02,0.0,0.0,258.0,115.0,81.0,61.4,1265.0,322.0,25.45,195.0,32.0,163.0,143.0,246.0,2619.0,3354.0,78.09,4351.0,129.0,185.0,69.73,133.0
163,163,Maxi Gómez,32000000,URU,FW,Valencia,La Liga,22.0,63.0,55.0,4815.0,21.0,7.0,1.0,2.0,11.0,1.0,0.39,0.13,0.52,28.0,0.0,1.0,115.0,44.0,0.0,38.26,2.15,0.82,0.18,0.48,17.0,15.0,6.0,33.3,683.0,164.0,24.01,29.0,3.0,26.0,7.0,49.0,737.0,1042.0,70.73,1580.0,22.0,47.0,46.81,25.0
164,164,Moussa Diaby,32000000,FRA,"MF,FW",Leverkusen,Bundesliga,20.0,53.0,28.0,2912.0,7.0,11.0,0.0,0.0,4.0,0.0,0.22,0.34,0.56,18.0,0.0,0.0,66.0,29.0,0.0,43.94,2.04,0.9,0.11,0.24,24.0,16.0,7.0,15.4,501.0,141.0,28.14,27.0,1.0,26.0,18.0,5.0,979.0,1279.0,76.54,1666.0,98.0,164.0,59.76,109.0
165,165,Theo Hernández,32000000,FRA,DF,Milan,Serie A,21.0,49.0,46.0,4129.0,6.0,4.0,0.0,0.0,13.0,1.0,0.13,0.09,0.22,10.0,0.0,0.0,59.0,17.0,0.0,28.81,1.29,0.37,0.1,0.35,99.0,54.0,51.0,42.9,737.0,214.0,29.04,84.0,7.0,77.0,64.0,84.0,2331.0,2838.0,82.14,3456.0,89.0,154.0,57.79,94.0
166,166,Diego Carlos,32000000,BRA,DF,Sevilla,La Liga,26.0,66.0,66.0,5922.0,4.0,0.0,0.0,0.0,15.0,0.0,0.06,0.0,0.06,4.0,0.0,0.0,56.0,6.0,0.0,10.71,0.85,0.09,0.07,0.67,108.0,75.0,29.0,57.1,470.0,174.0,37.02,103.0,56.0,47.0,78.0,422.0,2762.0,3263.0,84.65,3994.0,15.0,17.0,88.24,15.0
167,167,Caglar Söyüncü,32000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,168,Dani Ceballos,32000000,ESP,MF,Arsenal,Premier Leauge,22.0,41.0,26.0,2494.0,3.0,2.0,0.0,0.0,3.0,0.0,0.11,0.07,0.18,5.0,0.0,0.0,31.0,8.0,0.0,25.81,1.12,0.29,0.1,0.38,68.0,42.0,20.0,24.0,717.0,190.0,26.5,46.0,4.0,42.0,40.0,22.0,1788.0,2019.0,88.56,2355.0,42.0,67.0,62.69,44.0
169,169,Marcus Thuram,32000000,FRA,FW,M'gladbach,Bundesliga,21.0,63.0,60.0,4773.0,19.0,9.0,4.0,5.0,7.0,2.0,0.36,0.17,0.53,28.0,0.0,0.0,119.0,61.0,0.0,51.26,2.24,1.15,0.16,0.31,74.0,54.0,20.0,37.9,907.0,209.0,23.04,58.0,2.0,56.0,26.0,36.0,1082.0,1542.0,70.17,2375.0,182.0,296.0,61.49,201.0
170,170,Marco Asensio,32000000,ESP,FW,Real Madrid,La Liga,23.0,33.0,19.0,1829.0,2.0,5.0,0.0,0.0,3.0,0.0,0.1,0.25,0.35,7.0,0.0,0.0,47.0,18.0,0.0,38.3,2.31,0.89,0.04,0.11,16.0,9.0,3.0,0.0,267.0,63.0,23.6,18.0,0.0,18.0,15.0,5.0,880.0,1062.0,82.86,1287.0,38.0,59.0,64.41,41.0
171,171,Ferland Mendy,32000000,FRA,DF,Real Madrid,La Liga,24.0,50.0,41.0,3890.0,2.0,4.0,0.0,0.0,9.0,1.0,0.05,0.09,0.14,6.0,0.0,0.0,31.0,9.0,0.0,29.03,0.72,0.21,0.06,0.22,77.0,45.0,20.0,50.0,460.0,146.0,31.74,77.0,10.0,67.0,51.0,77.0,2505.0,2986.0,83.89,3491.0,94.0,131.0,71.76,100.0
172,172,Lorenzo Pellegrini,32000000,ITA,MF,Roma,Serie A,23.0,45.0,40.0,3433.0,4.0,12.0,0.0,0.0,13.0,1.0,0.1,0.31,0.41,16.0,0.0,0.0,94.0,22.0,3.0,23.4,2.46,0.58,0.04,0.18,59.0,42.0,21.0,13.0,812.0,203.0,25.0,46.0,3.0,43.0,27.0,40.0,1491.0,1978.0,75.38,2481.0,55.0,97.0,56.7,65.0
173,173,Ángel Correa,32000000,ARG,"MF,FW",Atlético Madrid,La Liga,24.0,64.0,39.0,3693.0,8.0,8.0,0.0,0.0,12.0,1.0,0.19,0.19,0.38,16.0,0.0,0.0,72.0,26.0,1.0,36.11,1.75,0.63,0.11,0.31,58.0,43.0,15.0,15.4,961.0,258.0,26.85,64.0,10.0,54.0,30.0,35.0,948.0,1283.0,73.89,1932.0,101.0,178.0,56.74,108.0
174,174,Luka Jovic,32000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,175,Alex Telles,32000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,176,Harry Winks,32000000,ENG,MF,Tottenham,Premier Leauge,23.0,51.0,37.0,3279.0,1.0,0.0,0.0,0.0,12.0,0.0,0.03,0.0,0.03,1.0,0.0,0.0,20.0,4.0,0.0,20.0,0.55,0.11,0.05,0.25,59.0,41.0,24.0,36.2,715.0,209.0,29.23,48.0,12.0,36.0,45.0,41.0,2433.0,2705.0,89.94,2989.0,28.0,43.0,65.12,31.0
177,177,Nélson Semedo,32000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,178,Ricardo Pereira,32000000,POR,DF,Leicester City,Premier Leauge,25.0,63.0,63.0,5643.0,5.0,8.0,0.0,0.0,8.0,0.0,0.08,0.13,0.21,13.0,0.0,0.0,43.0,14.0,0.0,32.56,0.69,0.22,0.12,0.36,241.0,138.0,92.0,46.3,1311.0,404.0,30.82,162.0,14.0,148.0,106.0,195.0,3008.0,3831.0,78.52,4794.0,121.0,183.0,66.12,135.0
179,179,Nabil Fekir,32000000,FRA,"MF,FW",Betis,La Liga,26.0,57.0,51.0,4279.0,16.0,11.0,5.0,7.0,14.0,2.0,0.34,0.23,0.57,27.0,1.0,1.0,173.0,71.0,6.0,41.04,3.64,1.49,0.09,0.23,79.0,50.0,16.0,21.4,1215.0,282.0,23.21,67.0,5.0,62.0,21.0,10.0,1564.0,1927.0,81.16,2707.0,126.0,192.0,65.62,136.0
180,180,Kepa,32000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,181,Arkadiusz Milik,32000000,POL,FW,Napoli,Serie A,25.0,53.0,42.0,3726.0,27.0,3.0,0.0,0.0,8.0,0.0,0.65,0.07,0.72,30.0,0.0,0.0,168.0,73.0,2.0,43.45,4.06,1.76,0.16,0.37,26.0,15.0,3.0,28.6,757.0,170.0,22.46,22.0,5.0,17.0,4.0,22.0,822.0,989.0,83.11,1424.0,28.0,48.0,58.33,30.0
182,182,Héctor Bellerín,32000000,ESP,DF,Arsenal,Premier Leauge,24.0,31.0,29.0,2503.0,1.0,5.0,0.0,0.0,5.0,0.0,0.04,0.18,0.22,6.0,0.0,0.0,23.0,5.0,0.0,21.74,0.83,0.18,0.04,0.2,35.0,25.0,16.0,30.0,353.0,91.0,25.78,55.0,8.0,47.0,36.0,59.0,1267.0,1533.0,82.65,1807.0,29.0,47.0,61.7,33.0
183,183,Lucas Ocampos,32000000,ARG,FW,Sevilla,La Liga,25.0,62.0,58.0,5080.0,16.0,11.0,4.0,4.0,20.0,1.0,0.28,0.19,0.47,27.0,4.0,4.0,130.0,50.0,0.0,38.46,2.3,0.89,0.12,0.32,125.0,84.0,54.0,25.8,1144.0,323.0,28.23,97.0,13.0,84.0,53.0,44.0,1340.0,1796.0,74.61,2804.0,157.0,307.0,51.14,175.0
184,184,Florian Thauvin,32000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,185,Piotr Zielinski,32000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,186,Andrea Belotti,32000000,ITA,FW,Torino,Serie A,25.0,64.0,63.0,5574.0,27.0,5.0,11.0,13.0,8.0,0.0,0.44,0.08,0.52,32.0,6.0,7.0,193.0,70.0,3.0,36.27,3.12,1.13,0.14,0.39,55.0,39.0,11.0,15.6,876.0,220.0,25.11,74.0,16.0,58.0,21.0,38.0,900.0,1359.0,66.23,2317.0,77.0,157.0,49.04,80.0
187,187,Filip Kostic,32000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,188,Felipe Anderson,32000000,BRA,"MF,FW",West Ham,Premier Leauge,26.0,60.0,56.0,4536.0,10.0,8.0,0.0,0.0,4.0,0.0,0.2,0.16,0.36,18.0,0.0,0.0,81.0,32.0,0.0,39.51,1.61,0.63,0.12,0.31,121.0,74.0,34.0,22.9,1121.0,276.0,24.62,88.0,1.0,87.0,66.0,24.0,2053.0,2753.0,74.57,3462.0,150.0,250.0,60.0,159.0
189,189,Samuel Umtiti,32000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
